40,5.73486687447876
45,5.88785105217248
50,6.16322257202119
55,6.46919092740864
60,5.64307636786252
62,7.01993396710604
64,7.23411181587726
66,7.78485485557467
68,7.93783903326839
70,7.35649915803224
72,9.13111561927944
74,9.80424600113183
76,10.4467795474455
78,10.9669257516041
80,12.0378149954602
80.5,13.3228820880875
81,14.2101903187111
81.5,15.5564510824159
82,16.5661466551945
82.5,18.8609093206003
83,20.6355257818475
83.5,22.624320091866
84,25.0108732638881
84.5,26.938473902829
85,30.059351127781
85.5,32.2623232865706
86,33.5167935436591
86.5,34.251117596589
87,34.251117596589
87.5,34.8018606362864
88,34.9548448139802
88.5,35.0466353205964
89,35.0466353205964
89.5,35.0466353205964
90,35.3220068404451
90.5,35.1690226627514
91,35.3220068404451
91.5,35.5361846892163
92,35.2302163338289
92.5,35.4137973470613
93,35.2302163338289
93.5,35.5055878536776
94,35.2608131693676
94.5,35.2608131693676
95,35.1996194982901
95.5,35.1078289916739
96,35.1384258272126
96.5,35.1078289916739
97,35.0772321561351
97.5,35.0466353205964
98,35.1078289916739
98.5,34.7712638007477
99,34.8018606362864
99.5,34.4346986098215
100,33.8227618990466
100.5,32.8742599973455
101,30.9772561939433
101.5,28.7436871996149
102,26.0205688366666
102.5,23.572821993567
103,21.1862688215449
103.5,19.381055524759
104,17.6064390635118
104.5,15.9542099444196
105,13.8124314567074
105.5,13.5676567723975
106,12.5273643640801
106.5,11.6706529689953
107,10.7527479028329
107.5,9.80424600113183
108,9.3758903035894
108.5,8.82514726389199
109,8.27440422419459
109.5,7.78485485557467
110,7.264708651416
110.5,6.16322257202119
111,6.83635295387357
111.5,6.46919092740864
112,6.40799725633115
112.5,5.85725421663374
113,5.1535269992426
